brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Tesla,Model 3,2025,Long Range,84994.49,96.6,315,253,5.61,161,617,558,RWD,5,Sedan,15.4,1655,4,2,US,Premium,246722,3.99,5
Hyundai,i30,2026,Premium,95007.35,71.5,249,140.8,6.71,152,1000,893,FWD,5,Hatchback,18.3,1791,3,2,South Korea,Premium,111030,3.22,3
Ford,Mustang Mach-E,2024,Standard,67107.54,81.2,286,99.5,7.48,137,774,714,RWD,5,Hatchback,28.6,1516,5,1,US,Premium,58727,3.6,3
BYD,Leaf 50X,2024,Standard,21286.38,69.6,233,54.5,5.47,168,187,200,RWD,7,Sedan,17.7,1613,5,1,China,Budget,116507,3.18,4
BMW,i4,2025,Long Range,88308.2,95.5,308,89.7,5.09,174,690,695,RWD,5,Hatchback,15.7,1664,4,2,Germany,Premium,31503,3.49,6
Hyundai,Ioniq,2024,Performance,103986.41,110.9,397,221.4,4.41,185,1000,904,AWD,7,Sedan,34.5,1595,5,1,South Korea,Luxury,106892,4.01,5
Volkswagen,ID.4,2020,Base,27139.23,78.9,261,95,7.55,130,150,200,FWD,5,Hatchback,39.4,1500,4,2,Germany,Budget,271891,3.57,4
Tesla,Model Y,2026,Standard,53435.31,80.3,259,339.8,5.59,162,390,389,RWD,7,Hatchback,33,1818,4,2,US,Mid-range,467122,3.87,4
Audi,e-tron GT,2023,Premium,88280.78,42.7,156,52.7,5.05,173,560,546,AWD,5,Coupe,32.1,1737,4,1,Germany,Premium,66857,3.24,5
Volkswagen,ID.5,2025,Base,76426.72,83.1,339,122.5,6.37,155,843,736,RWD,5,Van,78,1585,4,2,Germany,Premium,248734,3.73,4
Tesla,Model S,2023,Base,45116.56,45.3,169,236.3,6.1,158,276,281,FWD,5,Sedan,20.6,1619,3,3,US,Mid-range,116884,3.58,5
Volkswagen,ID.5,2024,Performance,68348.69,94,323,233.3,2.58,200,734,637,RWD,7,Hatchback,19.9,1694,4,2,Germany,Premium,238867,3.7,5
Volkswagen,ID.4,2023,Long Range,49537.91,82.9,278,129.1,4.66,191,439,385,RWD,7,Coupe,31.7,1650,5,1,Germany,Mid-range,250021,3.64,3
Mercedes,EQG,2025,Long Range,111628.51,84.7,274,137.8,5.58,166,601,537,AWD,5,SUV,47.3,1944,4,1,Germany,Luxury,76984,3.74,6
Ford,F-150 Lightning,2025,Base,34802.06,47.6,150,102.2,6.52,146,265,208,AWD,4,Truck,73.9,2056,4,1,US,Budget,51835,3.13,4
Tesla,Model Y,2022,Standard,93506.44,60.2,206,272.3,7.47,137,695,611,RWD,5,Van,72,1646,5,3,US,Premium,464918,3.52,6
Volkswagen,ID.4,2024,Standard,79224.44,48.4,164,79.6,6.88,136,891,780,FWD,5,SUV,41.2,2091,5,2,Germany,Premium,219453,3.46,4
Hyundai,Kona Electric,2025,Long Range,43459.69,83.7,302,88.9,4.32,192,448,378,FWD,5,Truck,78.7,2699,5,2,South Korea,Mid-range,114002,3.56,3
Tesla,Model X,2021,Premium,100894.61,84.8,304,288.9,6.04,161,727,655,RWD,7,SUV,62.5,1686,5,2,US,Luxury,201220,3.9,5
BYD,Dolphin,2026,Performance,31398.12,100.6,352,226.6,3.63,200,296,289,AWD,5,Hatchback,37.5,1500,5,1,China,Budget,240918,3.58,3
Tesla,Model 3,2023,Performance,53096.09,113.8,404,309.6,3.8,200,298,243,RWD,7,Van,62.1,1503,4,2,US,Mid-range,123687,4.34,5
BYD,Seagull,2023,Base,72565.72,43.8,153,127.4,5.45,175,799,748,RWD,7,Hatchback,22.8,1591,5,1,China,Premium,193019,3.17,4
Tesla,Model S,2023,Premium,90489.19,66.8,227,270.6,7.25,144,650,559,AWD,5,Van,64.7,1535,4,2,US,Premium,231411,3.84,4
Ford,E-Transit,2022,Performance,72683.98,73.7,253,217.6,2.74,200,871,801,AWD,7,Coupe,21.3,1539,4,1,US,Premium,25267,3.64,4
Hyundai,Ioniq 6,2023,Long Range,79421.07,79.2,250,81.2,5.56,164,981,917,FWD,7,Van,75.8,1500,5,2,South Korea,Premium,120050,3.41,3
Tesla,Model 3,2022,Premium,78038.19,59.8,219,334,6.2,162,544,487,AWD,7,Coupe,26.6,1704,3,3,US,Premium,156841,3.58,4
Volkswagen,ID.3,2020,Long Range,81317.3,77.9,298,145.7,4.33,182,894,772,RWD,7,Truck,71.7,2388,4,2,Germany,Premium,205086,3.62,3
Mercedes,GLE EV,2021,Long Range,133886.35,108.5,379,137.9,5.63,159,810,741,AWD,5,Van,61.9,1500,4,2,Germany,Luxury,61011,4,7
Tesla,Model 3,2026,Premium,123396.13,65.5,201,235.6,7.67,135,904,801,AWD,5,Coupe,37.2,1684,4,3,US,Luxury,179193,3.78,5
Hyundai,Kona Electric,2023,Long Range,89541.12,95.4,330,131,4.83,179,1000,880,RWD,7,SUV,69.6,1987,5,1,South Korea,Premium,122583,3.74,3
Tesla,Model S,2025,Base,30387.16,46.7,183,294.1,7.88,130,199,200,FWD,5,Hatchback,17.8,1500,5,3,US,Budget,225676,3.51,6
Hyundai,Ioniq,2025,Premium,78178.94,79.4,290,53.7,5.34,169,1000,852,AWD,5,SUV,66.1,2435,5,1,South Korea,Premium,93827,3.71,4
Volkswagen,ID.5,2025,Base,32608.87,54,178,63.1,5.66,169,218,243,FWD,5,Truck,68.4,2358,3,1,Germany,Budget,223686,3.31,3
Ford,E-Transit,2024,Performance,99172.17,96.1,340,150.4,3.5,200,1000,919,AWD,5,SUV,58,2017,5,1,US,Premium,55818,3.69,4
Audi,Q6 e-tron,2025,Standard,97077.65,52.8,197,133.8,7.59,132,714,605,AWD,7,Hatchback,33.6,1677,5,2,Germany,Premium,69050,3.19,6
Ford,Mustang Mach-E,2025,Performance,72824.56,94.6,347,161.1,4.26,180,915,803,RWD,5,Van,66.5,1939,3,2,US,Premium,45964,3.7,4
BYD,Atto 3,2025,Long Range,26097.55,99,367,56.9,4.77,176,270,217,AWD,5,Truck,71.7,2861,5,2,China,Budget,233286,3.51,5
BMW,i3,2023,Base,89086.86,79.5,279,115.5,5.03,179,643,655,RWD,7,Truck,57.6,2730,4,2,Germany,Premium,63501,3.78,5
BYD,Leaf 50X,2022,Long Range,80180.18,86.6,329,52.3,4.79,183,857,747,AWD,5,Truck,76.8,2565,5,1,China,Premium,170493,3.64,3
Mercedes,EQS,2023,Premium,111693.41,44.9,154,66,6.74,144,636,581,AWD,5,Hatchback,25.7,1500,4,1,Germany,Luxury,72096,3.64,6
Tesla,Model S,2026,Base,119620.48,41.3,150,231.4,5.76,162,850,762,FWD,5,Van,64.2,1667,4,2,US,Luxury,186324,3.52,5
Audi,Q4 e-tron,2025,Standard,63113.08,44,150,134.7,7.23,146,322,241,RWD,5,Van,68.2,1501,4,2,Germany,Mid-range,79880,3.21,7
BMW,iX,2023,Long Range,130324.5,105,370,58,4.3,186,1000,885,AWD,5,Sedan,25,1679,5,2,Germany,Luxury,62481,3.82,6
BMW,i5,2024,Premium,92379.17,50.8,150,92.1,7.5,136,781,690,AWD,7,Truck,61.5,2455,5,1,Germany,Premium,64158,3.31,7
Audi,Q4 e-tron,2025,Premium,154475.14,69.7,246,132.7,6.23,161,1000,879,AWD,5,Sedan,22.6,1646,5,2,Germany,Luxury,20728,3.43,5
BMW,i5,2024,Standard,78676.53,80.3,292,142.6,6.38,155,489,453,RWD,5,Hatchback,22.8,1501,5,1,Germany,Premium,28903,3.53,6
Kia,EV9,2021,Long Range,56383.76,77.6,294,107.4,5.95,162,689,647,FWD,5,SUV,46.4,1920,5,1,South Korea,Mid-range,85632,3.6,3
Tesla,Model Y,2025,Performance,51114.48,78.3,274,222.3,3.51,190,299,241,RWD,7,SUV,62.1,2000,5,2,US,Mid-range,484952,4.03,6
Tesla,Model 3,2023,Premium,98229.28,82.6,290,268.4,7.42,142,730,668,RWD,7,Sedan,33.9,1500,4,2,US,Premium,151125,4.05,4
GM/Chevrolet,Equinox EV,2026,Performance,71801.02,84.4,304,228.3,2.8,200,950,836,AWD,7,SUV,50,1829,4,1,US,Premium,4745,3.45,4
BMW,i3,2023,Premium,126296.04,69.4,238,100.7,5.91,158,1000,891,RWD,5,Truck,56.1,2766,4,1,Germany,Luxury,27018,3.73,8
Tesla,Model S,2024,Long Range,91117.32,101,364,271.1,4.86,172,639,640,RWD,7,Hatchback,16.2,1500,4,2,US,Premium,174122,4,5
Tesla,Cybertruck,2026,Standard,39888.42,83.1,277,296.8,7.31,136,260,259,AWD,5,Truck,50.5,2479,4,2,US,Mid-range,224642,3.64,5
Tesla,Cybertruck,2023,Performance,182463.57,109.2,389,312.3,2.97,200,1000,870,AWD,5,Truck,71.1,2927,5,3,US,Luxury,202403,3.98,5
Tesla,Model X,2023,Premium,43481.03,65.2,217,246,7.02,143,236,223,RWD,5,SUV,60.9,1871,5,2,US,Mid-range,134257,3.73,6
Tesla,Model 3,2025,Base,70038.71,65.7,235,344.8,6.65,149,510,448,RWD,7,Sedan,21.6,1837,5,3,US,Premium,164008,3.74,6
Toyota,bZ4X,2024,Base,60316.9,48,165,127.7,7.53,138,659,620,RWD,7,Coupe,22.2,1500,4,2,Japan,Mid-range,23683,3.15,5
GM/Chevrolet,Bolt EV,2024,Standard,46964.58,62.4,204,57.8,7.81,140,566,525,AWD,7,Sedan,21.6,1530,5,1,US,Mid-range,15168,3.46,4
BMW,i5,2025,Base,48714.2,45.4,161,90.9,7.71,136,178,200,FWD,5,Van,74.7,1633,4,1,Germany,Mid-range,75073,3.18,6
Tesla,Model X,2026,Base,31180.54,72.3,241,338,6.7,142,208,200,FWD,5,Van,65.2,1525,4,2,US,Budget,143060,3.87,4
Tesla,Model Y,2025,Long Range,68461.67,80.8,305,310.2,4.5,183,508,430,FWD,7,Coupe,19.2,1614,4,2,US,Premium,443244,3.91,4
Tesla,Model S,2023,Premium,51643.69,41.7,150,282.3,6.36,153,364,303,AWD,5,Truck,65.8,2333,5,2,US,Mid-range,247691,3.41,6
BMW,iX,2025,Standard,66272.64,70.2,263,100.5,6.96,144,418,412,AWD,5,Sedan,22.2,1554,4,1,Germany,Premium,66889,3.62,6
Ford,F-150 Lightning,2025,Standard,68957.58,70.1,262,65.6,7.66,142,719,687,AWD,4,Truck,78.3,2809,5,1,US,Premium,69276,3.36,5
BYD,Dolphin,2024,Standard,51238.4,51.6,185,122.5,6.52,153,593,509,FWD,5,Hatchback,24.2,1637,5,1,China,Mid-range,242985,3.46,3
Tesla,Model Y,2025,Base,114587.9,67.3,242,324.4,7.79,120,860,798,FWD,5,Coupe,34.6,1534,3,2,US,Luxury,458139,3.77,5
Tesla,Cybertruck,2024,Standard,43048,78.2,305,284.8,5.32,167,283,238,FWD,7,Truck,69,2507,5,2,US,Mid-range,249983,3.24,5
Fisker,Ocean,2025,Premium,54042,69.8,254,61.6,6.62,157,343,288,RWD,5,Truck,68.2,2045,4,2,US,Mid-range,17793,3.42,5
Ford,Explorer EV,2025,Standard,47275.39,64.9,242,148.9,5.12,166,415,361,FWD,5,Coupe,38.2,1509,3,1,US,Mid-range,20597,3.51,5
BMW,i4,2024,Long Range,69815.81,81.1,291,69.8,5.43,172,444,391,FWD,7,SUV,41.1,2056,4,1,Germany,Premium,42961,3.63,5
Volkswagen,ID.5,2025,Long Range,95115.92,83,275,136,5.38,170,1000,873,AWD,7,Sedan,28,1693,3,1,Germany,Premium,223250,3.54,4
BYD,Qin,2025,Premium,33846.45,52.4,171,126.2,7.36,138,348,349,FWD,5,Truck,75.5,2279,5,2,China,Budget,220677,3.2,5
Tesla,Cybertruck,2025,Premium,98891.22,78.9,301,269.9,6.78,143,712,623,FWD,5,Truck,75.4,2642,4,2,US,Premium,113008,3.85,4
Ford,E-Transit,2023,Standard,53190.35,62.2,200,78.1,7.05,148,511,461,FWD,7,Hatchback,39,1682,4,2,US,Mid-range,73417,3.13,4
BMW,i5,2024,Base,73900.67,72.4,258,101.5,7.83,134,438,406,FWD,5,Coupe,35.2,1522,5,2,Germany,Premium,78616,3.2,6
Hyundai,Kona Electric,2023,Long Range,49376.97,105.9,348,77.3,4.75,175,509,436,FWD,7,Hatchback,37.4,1766,5,1,South Korea,Mid-range,113770,3.51,4
Tesla,Model 3,2025,Premium,129475.2,46.6,150,264.8,6.99,144,897,779,AWD,7,SUV,54.9,1856,4,2,US,Luxury,225901,3.6,5
Fisker,Ocean,2023,Base,81514.31,48.1,186,57.9,6.12,157,683,634,FWD,5,Hatchback,27.3,1690,4,1,US,Premium,16427,3.38,3
Ford,F-150 Lightning,2024,Base,33054.57,55.6,203,137.2,6.73,145,173,200,AWD,2,Truck,61,2425,5,1,US,Budget,77480,3.1,3
BYD,Dolphin,2024,Long Range,38277.53,87.8,282,141.6,4.54,181,343,313,RWD,5,Coupe,34.1,1685,5,1,China,Mid-range,237305,3.52,4
Kia,Picanto EV,2025,Premium,80721.44,72.9,256,58.9,6.67,144,912,808,RWD,5,Hatchback,21.1,1503,3,1,South Korea,Premium,130227,3.54,4
Kia,EV6,2021,Premium,36092.98,41.6,150,105.9,5.2,170,254,233,AWD,5,SUV,45.9,2561,5,1,South Korea,Mid-range,73706,3,3
Ford,Explorer EV,2023,Standard,38433.81,45.5,152,93.2,7.84,137,247,257,FWD,5,Truck,76.1,2667,4,1,US,Mid-range,31451,3.08,3
BMW,i3,2024,Performance,73301.49,109.7,367,196.4,3.4,200,489,443,FWD,7,Coupe,31.1,1547,5,1,Germany,Premium,50214,3.67,6
Tesla,Model Y,2025,Long Range,113868.37,86.6,301,250.9,4.84,185,826,761,AWD,7,Sedan,24.3,1500,4,2,US,Luxury,455459,3.98,5
NIO,EL8,2025,Premium,104953.65,69,237,102.5,7.78,132,1000,879,AWD,7,Sedan,34.2,1974,5,2,China,Luxury,26944,3.47,3
Tesla,Model S,2025,Long Range,120338.19,101.1,324,304.9,5.12,178,857,741,RWD,7,Truck,66.5,2561,4,2,US,Luxury,236717,4.06,5
Tesla,Model Y,2025,Long Range,147345.82,89.5,311,235,4.48,191,1000,893,AWD,5,Van,72,1709,5,2,US,Luxury,458246,3.66,5
Audi,e-tron GT,2025,Base,69716.21,72.8,250,73.8,7.04,145,400,342,AWD,5,SUV,36.4,1869,5,1,Germany,Premium,21802,3.43,5
BMW,i7,2025,Premium,88626.17,42.7,150,121,7.91,129,638,538,AWD,7,Coupe,28.6,1728,4,1,Germany,Premium,40644,3.5,7
BYD,Max,2022,Standard,68088.93,51.8,170,149.8,5.24,173,757,731,AWD,5,Hatchback,30.7,1668,4,1,China,Premium,201225,3.25,5
Mercedes,EQE,2022,Long Range,118966.22,83.4,306,122.6,4.73,187,634,605,RWD,5,Hatchback,38.1,1668,4,2,Germany,Luxury,78467,3.86,8
Mercedes,GLE EV,2021,Performance,167760.51,110.2,367,161,4.22,189,1000,912,RWD,7,Hatchback,38.9,1571,5,1,Germany,Luxury,66576,3.8,8
GM/Chevrolet,Equinox EV,2025,Long Range,58372.94,95.2,341,119,5.77,159,790,762,FWD,5,SUV,61.6,2173,5,1,US,Mid-range,5246,3.78,5
Mercedes,EQG,2022,Long Range,140186.97,89.7,340,103.8,5.28,162,842,758,FWD,5,Hatchback,24.7,1500,4,1,Germany,Luxury,31832,4.04,8
Ford,Explorer EV,2025,Standard,57566.92,54.3,184,70.1,7.12,140,608,572,FWD,5,SUV,48.4,1896,4,2,US,Mid-range,64630,3.23,5
BMW,i5,2026,Long Range,125686.6,91.1,335,93,5.83,160,1000,891,AWD,5,Truck,65.5,2713,5,1,Germany,Luxury,50691,3.66,6
Tesla,Model S,2024,Performance,64261.34,116.7,433,322.7,2.86,200,402,369,FWD,5,Hatchback,18.5,1894,3,2,US,Mid-range,145470,4.1,5
Kia,Sportage EV,2023,Base,31014.43,43.7,167,135.5,6.68,149,200,200,AWD,5,SUV,45.5,2106,5,1,South Korea,Budget,68930,3.05,4
Polestar,3,2024,Standard,116528.23,75.6,282,77.2,7.01,144,886,811,AWD,5,Truck,76.9,2331,4,1,Sweden,Luxury,14704,3.58,4
Tesla,Model X,2024,Base,97305.17,40.9,150,341.6,6.29,158,732,658,FWD,7,Van,77.3,1545,3,3,US,Premium,135420,3.42,5
Tesla,Cybertruck,2021,Base,64613.56,49.8,175,218.9,7.79,130,429,370,RWD,5,Truck,57.4,2450,4,3,US,Mid-range,243316,3.49,5
Tesla,Model Y,2024,Premium,142240.31,46.3,166,245.7,5.49,152,1000,929,RWD,5,Truck,60.1,2813,5,2,US,Luxury,461025,3.45,6
GM/Chevrolet,Blazer EV,2023,Standard,45534.53,61.3,201,148.1,7.67,130,476,404,AWD,7,Sedan,38.9,1500,5,2,US,Mid-range,7422,3.31,3
BYD,Dolphin,2021,Standard,36671.61,51.7,195,147.1,5.93,166,378,358,FWD,7,Truck,51.5,2585,4,1,China,Mid-range,112221,3.41,4
Hyundai,Ioniq 5,2025,Standard,37110.33,75.5,266,79.4,7.93,130,269,275,AWD,7,Hatchback,31.6,1594,5,1,South Korea,Mid-range,143597,3.54,4
Mercedes,EQE,2025,Performance,103655.43,79.6,307,201.7,3.25,197,574,523,RWD,7,Van,62.1,1865,4,2,Germany,Luxury,54248,3.94,8
GM/Chevrolet,Blazer EV,2024,Performance,41328.5,93.2,342,182.4,4.37,186,448,355,RWD,5,Hatchback,26.7,1818,5,2,US,Mid-range,18258,3.87,4
Hyundai,Kona Electric,2024,Premium,69523.19,77.9,274,115.1,6.78,145,852,751,RWD,7,Hatchback,18.4,1807,4,2,South Korea,Premium,133082,3.52,4
BMW,iX,2025,Base,76098.9,67.8,221,149.8,6.59,150,535,453,FWD,5,SUV,40.4,1969,5,1,Germany,Premium,36766,3.35,8
Audi,Q4 e-tron,2024,Base,103666.6,66.4,243,142.2,6.98,141,742,633,FWD,5,Truck,64.1,2348,4,2,Germany,Luxury,59232,3.4,6
BMW,i4,2024,Standard,86675.29,62.4,204,145.8,5.1,172,640,578,FWD,5,Truck,67.2,2345,4,2,Germany,Premium,72572,3.35,8
Tesla,Cybertruck,2025,Base,55743.68,46.8,183,220.8,5.76,168,398,339,AWD,5,Truck,52.1,2748,4,2,US,Mid-range,237895,3.33,5
Tesla,Model 3,2024,Performance,92846.92,75.3,265,226.2,4.28,180,653,618,RWD,5,Sedan,21.8,1500,3,2,US,Premium,187727,3.9,4
BYD,Dolphin,2025,Base,64952.61,79.2,299,135.5,7.42,144,769,669,AWD,7,Coupe,35,1563,5,2,China,Mid-range,246706,3.79,4
Volvo,C40 Recharge,2022,Base,46215.01,45.9,150,127.8,5.43,165,215,200,FWD,5,Hatchback,20.7,1790,5,1,Sweden,Mid-range,17974,3.32,3
Tesla,Model 3,2025,Premium,109716.37,72.9,254,269,7.48,140,761,696,AWD,7,Truck,75.7,2588,5,2,US,Luxury,176733,3.77,4
Ford,Mustang Mach-E,2026,Long Range,61924.92,108.2,354,77.3,5.13,168,651,587,FWD,7,Van,68.3,1684,4,1,US,Mid-range,37462,3.75,5
Kia,Sportage EV,2026,Standard,75695.59,58.1,208,85.2,6.28,151,904,810,AWD,5,SUV,56.3,1910,4,2,South Korea,Premium,99994,3.36,4
Tesla,Model S,2023,Base,41460.27,53.8,191,277,6.4,155,277,278,RWD,5,Van,78.4,1500,4,2,US,Mid-range,119951,3.56,4
Volkswagen,ID.3,2025,Standard,53934.12,54.5,187,68.5,6.33,143,534,464,FWD,7,Sedan,33.7,1763,5,1,Germany,Mid-range,220093,3.36,3
Ford,Explorer EV,2024,Premium,86809.78,64,201,144.5,7.58,126,1000,931,AWD,7,Truck,78.6,2676,4,2,US,Premium,40976,3,3
Tesla,Cybertruck,2025,Premium,113505.79,80.7,286,323.1,6.52,155,854,760,RWD,5,Truck,51.4,2737,4,3,US,Luxury,162101,3.9,5
Tesla,Cybertruck,2025,Long Range,118632.47,86.9,300,238.9,4.75,168,867,784,FWD,5,Truck,62.8,2731,5,2,US,Luxury,209669,3.98,5
Tesla,Model S,2025,Base,66113.76,42.6,168,261,7.33,137,469,481,RWD,7,Sedan,34,1665,4,2,US,Premium,185813,3.27,5
Volkswagen,ID.3,2023,Performance,70444.74,90.5,338,176.8,4.38,185,775,702,FWD,7,Truck,67.1,2184,4,2,Germany,Premium,214221,3.69,4
BYD,Qin,2022,Long Range,77020.14,86.6,333,87.9,5.6,161,792,733,FWD,5,Van,74.4,1500,5,1,China,Premium,167490,3.58,4
Tesla,Model S,2025,Performance,169177.37,89.9,303,309.6,3.53,200,1000,898,RWD,7,SUV,66.8,2131,4,3,US,Luxury,130032,3.68,6
Audi,Q4 e-tron,2023,Base,48523.32,82.6,283,91.7,7.19,137,157,200,AWD,5,SUV,55.9,2208,5,2,Germany,Mid-range,57366,3.57,6
Xiaomi,SU7,2021,Long Range,49221.78,80.4,266,104.9,4.65,176,353,314,AWD,5,Hatchback,28.7,1717,5,2,China,Mid-range,23659,3.6,3
Volkswagen,ID.3,2023,Premium,57817.4,40.4,167,88.6,5.78,156,536,511,AWD,5,Truck,70.7,2281,5,1,Germany,Mid-range,227778,3.41,3
Volkswagen,ID. Buzz,2020,Standard,72240.69,59.6,178,99.9,6.94,143,750,689,FWD,5,Sedan,34.8,1734,4,1,Germany,Premium,255858,3.29,3
Audi,e-tron,2023,Long Range,82135.99,78.3,272,70.7,4.67,170,456,415,AWD,5,Sedan,35.8,1600,4,1,Germany,Premium,56851,3.65,6
GM/Chevrolet,Silverado EV,2024,Premium,80871.59,62.6,196,135.2,5.27,170,1000,911,AWD,5,Hatchback,15.1,1778,3,1,US,Premium,24840,3.52,3
Tesla,Model 3,2025,Standard,27829.58,72.9,249,215.3,5.62,177,169,200,RWD,7,Van,65.9,1500,4,2,US,Budget,110913,3.78,6
BMW,i3,2025,Standard,104401.84,73.3,250,133.4,5.28,178,879,791,RWD,5,Coupe,38.9,1612,5,1,Germany,Luxury,64517,3.56,5
Volkswagen,ID.3,2026,Performance,77434.92,112.5,381,202,3.97,195,813,732,RWD,5,Sedan,33.6,1972,5,1,Germany,Premium,250773,3.82,3
Tesla,Model Y,2026,Long Range,43501.07,92.1,328,316,4.82,177,282,240,FWD,7,Hatchback,28.1,1575,4,2,US,Mid-range,417203,3.88,6
Hyundai,Ioniq 5,2022,Standard,34455.09,43.1,150,86.2,5.04,165,227,212,AWD,5,Van,72,1606,5,1,South Korea,Budget,120724,3.13,5
BMW,i3,2024,Performance,123235.74,117.3,428,187.9,3.59,186,1000,922,AWD,7,Truck,54,2571,5,1,Germany,Luxury,49531,3.97,6
Tesla,Cybertruck,2024,Premium,117988.5,65.2,250,315.7,5.38,160,846,761,FWD,5,Truck,57.5,2492,4,2,US,Luxury,117423,3.81,5
Kia,Niro EV,2024,Standard,39013.49,67.3,235,97.3,5.22,171,263,250,RWD,7,Van,60.9,1500,4,1,South Korea,Mid-range,124150,3.57,4
Kia,Picanto EV,2025,Base,48934.98,67,228,121.3,6.09,154,439,379,FWD,7,Coupe,17.9,1500,5,1,South Korea,Mid-range,106640,3.38,4
Kia,Sportage EV,2025,Premium,89200.56,62.2,211,64.2,6.77,149,1000,893,AWD,7,SUV,37.1,2168,4,1,South Korea,Premium,55676,3,5
BMW,iX,2025,Long Range,133417.07,99.6,348,95.3,5.06,178,1000,946,RWD,7,Van,73.3,1852,4,1,Germany,Luxury,53580,3.85,8
Mercedes,EQE,2023,Standard,112177.54,67.5,236,115.6,7.88,128,598,509,RWD,7,Van,76.5,1500,4,1,Germany,Luxury,38676,3.75,6
Hyundai,Ioniq 6,2022,Premium,45588.01,53.8,175,86.1,5.73,159,446,421,AWD,5,Truck,75.2,2462,4,1,South Korea,Mid-range,103603,3.49,4
Tesla,Model Y,2022,Long Range,79776.37,94.5,332,311.4,5.72,163,586,542,FWD,5,Truck,51.9,2482,3,2,US,Premium,488350,4,4
Tesla,Model X,2024,Performance,138879.13,102.3,358,284.2,3.61,197,1000,899,AWD,5,Sedan,29.3,1500,4,2,US,Luxury,187901,4.23,5
Volkswagen,ID.3,2025,Performance,46781.6,118.1,405,195.5,2.63,200,384,393,RWD,5,Truck,54.2,2545,5,2,Germany,Mid-range,268903,3.86,5
Tesla,Model S,2022,Standard,127540.88,49.1,186,349.5,5.72,163,905,847,RWD,5,Coupe,33.3,1500,3,2,US,Luxury,136670,3.54,5
Volkswagen,ID. Buzz,2023,Performance,110994.9,76.8,250,178.2,3.16,198,1000,854,RWD,5,SUV,64.6,2041,5,2,Germany,Luxury,225518,3.24,4
Tesla,Model X,2022,Long Range,85291.7,102.2,332,213.5,4.09,184,551,472,FWD,7,Van,72.4,1585,5,3,US,Premium,146415,3.95,4
Kia,EV6,2025,Performance,117355.84,92.1,333,226.6,4.5,191,1000,877,AWD,5,Coupe,17.9,1599,4,2,South Korea,Luxury,136386,3.73,4
Xiaomi,SU7,2025,Base,55836.28,53.9,182,113.5,7.22,137,481,404,AWD,5,SUV,64.3,2092,4,1,China,Mid-range,22178,3.55,5
BMW,i4,2025,Long Range,101731.56,98.6,360,120.9,5.12,183,853,812,FWD,5,Truck,55.2,2234,4,1,Germany,Luxury,41594,3.71,7
Volkswagen,ID. Aero,2023,Base,44658.67,73.2,219,131.4,7.67,140,326,304,FWD,5,Sedan,27.4,1726,5,1,Germany,Mid-range,256210,3.39,5
BMW,i3,2024,Premium,104797.89,46.5,162,73.9,5.75,160,916,795,AWD,7,Hatchback,17.2,1658,5,2,Germany,Luxury,26942,3.17,7
Ford,F-150 Lightning,2025,Premium,53246.45,42.9,171,69.9,8,137,543,481,RWD,2,Truck,66.6,2253,4,2,US,Mid-range,30016,3.29,3
Tesla,Model S,2025,Premium,176582.51,50.4,188,237.2,6.19,153,1000,901,RWD,5,SUV,49.2,1951,4,2,US,Luxury,199834,3.74,4
Mercedes,EQC,2024,Standard,113687.69,81.5,274,139.1,7.69,128,650,556,FWD,7,Van,60.8,1500,4,2,Germany,Luxury,59376,3.82,8
Volkswagen,ID.4,2024,Performance,61036.31,77.7,243,248,3.41,193,616,531,AWD,5,Coupe,36,1750,4,1,Germany,Mid-range,274419,3.18,4
Kia,Picanto EV,2022,Long Range,73622.08,94.4,291,141.7,4.02,187,852,746,FWD,5,SUV,41.4,1901,5,2,South Korea,Premium,128389,3.38,4
Tesla,Cybertruck,2026,Performance,70200.56,85,286,209.3,3.65,189,498,438,RWD,5,Truck,73.4,2486,5,2,US,Premium,166507,3.89,4
Tesla,Cybertruck,2025,Base,98106.32,49.7,172,224.2,7.4,143,674,592,AWD,5,Truck,52.7,2705,4,2,US,Premium,221459,3.6,5
Tesla,Model 3,2024,Premium,128470.34,75.7,268,263.7,7.17,140,913,812,RWD,7,Truck,77.7,2712,3,2,US,Luxury,244654,3.62,6
Mercedes,GLE EV,2025,Premium,92407.64,58,199,90.5,6.1,167,380,329,RWD,5,Sedan,21.4,1500,4,1,Germany,Premium,22464,3.52,5
Hyundai,Kona Electric,2025,Long Range,92989.48,91,315,115.3,5.49,166,1000,954,RWD,7,SUV,50.4,1766,5,2,South Korea,Premium,132728,3.62,4
BYD,Leaf 50X,2023,Standard,74284.45,84.2,286,132.1,6.13,162,865,781,FWD,5,Truck,57.8,2198,5,1,China,Premium,128075,3.77,5
BYD,Seagull,2023,Premium,109450.6,64.2,232,67.3,7.02,143,1000,898,AWD,5,Sedan,31,1504,5,2,China,Luxury,128508,3.59,4
Volkswagen,ID.3,2024,Premium,49550.91,41.8,150,143.1,6.85,153,490,386,AWD,7,Coupe,32,1737,3,1,Germany,Mid-range,222078,3.54,4
